"","city","type","GEOID","racial_majority","month","filings_2020","filings_avg","last_updated","xcourtcofips"
"4347","Pittsburgh, PA","Zip Code","15148","White","11/2022",11,8.26785714285714,"2024-08-10",NA
"4348","Pittsburgh, PA","Zip Code","15148","White","12/2022",10,7.96666666666667,"2024-08-10",NA
"4349","Pittsburgh, PA","Zip Code","15148","White","01/2023",4,13.8571428571429,"2024-08-10",NA
"4350","Pittsburgh, PA","Zip Code","15148","White","02/2023",4,9.25119047619048,"2024-08-10",NA
"4351","Pittsburgh, PA","Zip Code","15148","White","03/2023",4,8.87380952380952,"2024-08-10",NA
"4352","Pittsburgh, PA","Zip Code","15148","White","04/2023",1,10.4,"2024-08-10",NA
"4353","Pittsburgh, PA","Zip Code","15148","White","05/2023",12,15.6345238095238,"2024-08-10",NA
"4354","Pittsburgh, PA","Zip Code","15148","White","06/2023",12,10.6607142857143,"2024-08-10",NA
"4355","Pittsburgh, PA","Zip Code","15148","White","07/2023",4,11.7809523809524,"2024-08-10",NA
"4356","Pittsburgh, PA","Zip Code","15148","White","08/2023",12,14.375,"2024-08-10",NA
"4357","Pittsburgh, PA","Zip Code","15148","White","09/2023",2,11.797619047619,"2024-08-10",NA
"4358","Pittsburgh, PA","Zip Code","15148","White","10/2023",8,9.30357142857143,"2024-08-10",NA
"4359","Pittsburgh, PA","Zip Code","15148","White","11/2023",7,8.26785714285714,"2024-08-10",NA
"4360","Pittsburgh, PA","Zip Code","15148","White","12/2023",8,7.96666666666667,"2024-08-10",NA
"4361","Pittsburgh, PA","Zip Code","15148","White","01/2024",10,13.8571428571429,"2024-08-10",NA
"4362","Pittsburgh, PA","Zip Code","15148","White","02/2024",3,9.72023809523809,"2024-08-10",NA
"4363","Pittsburgh, PA","Zip Code","15148","White","03/2024",2,8.87380952380952,"2024-08-10",NA
"4364","Pittsburgh, PA","Zip Code","15148","White","04/2024",5,10.4,"2024-08-10",NA
"4365","Pittsburgh, PA","Zip Code","15148","White","05/2024",5,15.6345238095238,"2024-08-10",NA
"4366","Pittsburgh, PA","Zip Code","15148","White","06/2024",13,10.6607142857143,"2024-08-10",NA
"4367","Pittsburgh, PA","Zip Code","15148","White","07/2024",5,11.7809523809524,"2024-08-10",NA
"4368","Pittsburgh, PA","Zip Code","15148","White","08/2024",0,6.91666666666667,"2024-08-10",NA
"4369","Pittsburgh, PA","Zip Code","15201","White","01/2020",11,10.875,"2024-08-10",NA
"4370","Pittsburgh, PA","Zip Code","15201","White","02/2020",10,11.7107142857143,"2024-08-10",NA
"4371","Pittsburgh, PA","Zip Code","15201","White","03/2020",5,8.61785714285714,"2024-08-10",NA
"4372","Pittsburgh, PA","Zip Code","15201","White","04/2020",0,9.96428571428571,"2024-08-10",NA
"4373","Pittsburgh, PA","Zip Code","15201","White","05/2020",0,10.5654761904762,"2024-08-10",NA
"4374","Pittsburgh, PA","Zip Code","15201","White","06/2020",1,10.6,"2024-08-10",NA
"4375","Pittsburgh, PA","Zip Code","15201","White","07/2020",3,12.1964285714286,"2024-08-10",NA
"4376","Pittsburgh, PA","Zip Code","15201","White","08/2020",2,12.1119047619048,"2024-08-10",NA
"4377","Pittsburgh, PA","Zip Code","15201","White","09/2020",4,13.702380952381,"2024-08-10",NA
"4378","Pittsburgh, PA","Zip Code","15201","White","10/2020",4,11.25,"2024-08-10",NA
"4379","Pittsburgh, PA","Zip Code","15201","White","11/2020",3,9.81428571428571,"2024-08-10",NA
"4380","Pittsburgh, PA","Zip Code","15201","White","12/2020",4,7.45833333333333,"2024-08-10",NA
"4381","Pittsburgh, PA","Zip Code","15201","White","01/2021",3,10.875,"2024-08-10",NA
"4382","Pittsburgh, PA","Zip Code","15201","White","02/2021",2,10.7357142857143,"2024-08-10",NA
"4383","Pittsburgh, PA","Zip Code","15201","White","03/2021",2,8.61785714285714,"2024-08-10",NA
"4384","Pittsburgh, PA","Zip Code","15201","White","04/2021",4,9.96428571428571,"2024-08-10",NA
"4385","Pittsburgh, PA","Zip Code","15201","White","05/2021",3,10.5654761904762,"2024-08-10",NA
"4386","Pittsburgh, PA","Zip Code","15201","White","06/2021",4,10.6,"2024-08-10",NA
"4387","Pittsburgh, PA","Zip Code","15201","White","07/2021",6,12.1964285714286,"2024-08-10",NA
"4388","Pittsburgh, PA","Zip Code","15201","White","08/2021",3,12.1119047619048,"2024-08-10",NA
"4389","Pittsburgh, PA","Zip Code","15201","White","09/2021",9,13.702380952381,"2024-08-10",NA
"4390","Pittsburgh, PA","Zip Code","15201","White","10/2021",5,11.25,"2024-08-10",NA
"4391","Pittsburgh, PA","Zip Code","15201","White","11/2021",3,9.81428571428571,"2024-08-10",NA
"4392","Pittsburgh, PA","Zip Code","15201","White","12/2021",8,7.45833333333333,"2024-08-10",NA
"4393","Pittsburgh, PA","Zip Code","15201","White","01/2022",7,10.875,"2024-08-10",NA
"4394","Pittsburgh, PA","Zip Code","15201","White","02/2022",3,11.547619047619,"2024-08-10",NA
"4395","Pittsburgh, PA","Zip Code","15201","White","03/2022",4,8.61785714285714,"2024-08-10",NA
"4396","Pittsburgh, PA","Zip Code","15201","White","04/2022",6,9.96428571428571,"2024-08-10",NA
"4397","Pittsburgh, PA","Zip Code","15201","White","05/2022",6,10.5654761904762,"2024-08-10",NA
"4398","Pittsburgh, PA","Zip Code","15201","White","06/2022",6,10.6,"2024-08-10",NA
"4399","Pittsburgh, PA","Zip Code","15201","White","07/2022",5,12.1964285714286,"2024-08-10",NA
"4400","Pittsburgh, PA","Zip Code","15201","White","08/2022",10,12.1119047619048,"2024-08-10",NA
"4401","Pittsburgh, PA","Zip Code","15201","White","09/2022",7,13.702380952381,"2024-08-10",NA
"4402","Pittsburgh, PA","Zip Code","15201","White","10/2022",11,11.25,"2024-08-10",NA
"4403","Pittsburgh, PA","Zip Code","15201","White","11/2022",7,9.81428571428571,"2024-08-10",NA
"4404","Pittsburgh, PA","Zip Code","15201","White","12/2022",8,7.45833333333333,"2024-08-10",NA
"4405","Pittsburgh, PA","Zip Code","15201","White","01/2023",8,10.875,"2024-08-10",NA
"4406","Pittsburgh, PA","Zip Code","15201","White","02/2023",5,11.1488095238095,"2024-08-10",NA
"4407","Pittsburgh, PA","Zip Code","15201","White","03/2023",7,8.61785714285714,"2024-08-10",NA
"4408","Pittsburgh, PA","Zip Code","15201","White","04/2023",7,9.96428571428571,"2024-08-10",NA
"4409","Pittsburgh, PA","Zip Code","15201","White","05/2023",7,10.5654761904762,"2024-08-10",NA
"4410","Pittsburgh, PA","Zip Code","15201","White","06/2023",12,10.6,"2024-08-10",NA
"4411","Pittsburgh, PA","Zip Code","15201","White","07/2023",4,12.1964285714286,"2024-08-10",NA
"4412","Pittsburgh, PA","Zip Code","15201","White","08/2023",5,12.1119047619048,"2024-08-10",NA
"4413","Pittsburgh, PA","Zip Code","15201","White","09/2023",8,13.702380952381,"2024-08-10",NA
"4414","Pittsburgh, PA","Zip Code","15201","White","10/2023",7,11.25,"2024-08-10",NA
"4415","Pittsburgh, PA","Zip Code","15201","White","11/2023",3,9.81428571428571,"2024-08-10",NA
"4416","Pittsburgh, PA","Zip Code","15201","White","12/2023",11,7.45833333333333,"2024-08-10",NA
"4417","Pittsburgh, PA","Zip Code","15201","White","01/2024",15,10.875,"2024-08-10",NA
"4418","Pittsburgh, PA","Zip Code","15201","White","02/2024",5,11.6928571428571,"2024-08-10",NA
"4419","Pittsburgh, PA","Zip Code","15201","White","03/2024",11,8.61785714285714,"2024-08-10",NA
"4420","Pittsburgh, PA","Zip Code","15201","White","04/2024",7,9.96428571428571,"2024-08-10",NA
"4421","Pittsburgh, PA","Zip Code","15201","White","05/2024",8,10.5654761904762,"2024-08-10",NA
"4422","Pittsburgh, PA","Zip Code","15201","White","06/2024",3,10.6,"2024-08-10",NA
"4423","Pittsburgh, PA","Zip Code","15201","White","07/2024",15,12.1964285714286,"2024-08-10",NA
"4424","Pittsburgh, PA","Zip Code","15201","White","08/2024",0,4.54166666666667,"2024-08-10",NA
"4425","Pittsburgh, PA","Zip Code","15202","White","01/2020",29,24.0357142857143,"2024-08-10",NA
"4426","Pittsburgh, PA","Zip Code","15202","White","02/2020",17,18.5357142857143,"2024-08-10",NA
"4427","Pittsburgh, PA","Zip Code","15202","White","03/2020",13,17.6428571428571,"2024-08-10",NA
"4428","Pittsburgh, PA","Zip Code","15202","White","04/2020",0,23.9821428571429,"2024-08-10",NA
"4429","Pittsburgh, PA","Zip Code","15202","White","05/2020",0,25.2321428571429,"2024-08-10",NA
"4430","Pittsburgh, PA","Zip Code","15202","White","06/2020",1,22.0357142857143,"2024-08-10",NA
"4431","Pittsburgh, PA","Zip Code","15202","White","07/2020",0,24.4642857142857,"2024-08-10",NA
"4432","Pittsburgh, PA","Zip Code","15202","White","08/2020",2,27.6666666666667,"2024-08-10",NA
"4433","Pittsburgh, PA","Zip Code","15202","White","09/2020",14,23.3928571428571,"2024-08-10",NA
"4434","Pittsburgh, PA","Zip Code","15202","White","10/2020",4,22.0416666666667,"2024-08-10",NA
"4435","Pittsburgh, PA","Zip Code","15202","White","11/2020",8,19.6083333333333,"2024-08-10",NA
"4436","Pittsburgh, PA","Zip Code","15202","White","12/2020",3,18.7857142857143,"2024-08-10",NA
"4437","Pittsburgh, PA","Zip Code","15202","White","01/2021",4,24.0357142857143,"2024-08-10",NA
"4438","Pittsburgh, PA","Zip Code","15202","White","02/2021",11,17.7142857142857,"2024-08-10",NA
"4439","Pittsburgh, PA","Zip Code","15202","White","03/2021",11,17.6428571428571,"2024-08-10",NA
"4440","Pittsburgh, PA","Zip Code","15202","White","04/2021",5,23.9821428571429,"2024-08-10",NA
"4441","Pittsburgh, PA","Zip Code","15202","White","05/2021",11,25.2321428571429,"2024-08-10",NA
"4442","Pittsburgh, PA","Zip Code","15202","White","06/2021",8,22.0357142857143,"2024-08-10",NA
"4443","Pittsburgh, PA","Zip Code","15202","White","07/2021",11,24.4642857142857,"2024-08-10",NA
"4444","Pittsburgh, PA","Zip Code","15202","White","08/2021",10,27.6666666666667,"2024-08-10",NA
"4445","Pittsburgh, PA","Zip Code","15202","White","09/2021",2,23.3928571428571,"2024-08-10",NA
"4446","Pittsburgh, PA","Zip Code","15202","White","10/2021",7,22.0416666666667,"2024-08-10",NA
"4447","Pittsburgh, PA","Zip Code","15202","White","11/2021",10,19.6083333333333,"2024-08-10",NA
"4448","Pittsburgh, PA","Zip Code","15202","White","12/2021",11,18.7857142857143,"2024-08-10",NA
"4449","Pittsburgh, PA","Zip Code","15202","White","01/2022",14,24.0357142857143,"2024-08-10",NA
"4450","Pittsburgh, PA","Zip Code","15202","White","02/2022",21,17.1964285714286,"2024-08-10",NA
"4451","Pittsburgh, PA","Zip Code","15202","White","03/2022",11,17.6428571428571,"2024-08-10",NA
"4452","Pittsburgh, PA","Zip Code","15202","White","04/2022",25,23.9821428571429,"2024-08-10",NA
"4453","Pittsburgh, PA","Zip Code","15202","White","05/2022",20,25.2321428571429,"2024-08-10",NA
"4454","Pittsburgh, PA","Zip Code","15202","White","06/2022",20,22.0357142857143,"2024-08-10",NA
"4455","Pittsburgh, PA","Zip Code","15202","White","07/2022",25,24.4642857142857,"2024-08-10",NA
"4456","Pittsburgh, PA","Zip Code","15202","White","08/2022",20,27.6666666666667,"2024-08-10",NA
"4457","Pittsburgh, PA","Zip Code","15202","White","09/2022",24,23.3928571428571,"2024-08-10",NA
"4458","Pittsburgh, PA","Zip Code","15202","White","10/2022",20,22.0416666666667,"2024-08-10",NA
"4459","Pittsburgh, PA","Zip Code","15202","White","11/2022",13,19.6083333333333,"2024-08-10",NA
"4460","Pittsburgh, PA","Zip Code","15202","White","12/2022",21,18.7857142857143,"2024-08-10",NA
"4461","Pittsburgh, PA","Zip Code","15202","White","01/2023",20,24.0357142857143,"2024-08-10",NA
"4462","Pittsburgh, PA","Zip Code","15202","White","02/2023",15,17.3035714285714,"2024-08-10",NA
"4463","Pittsburgh, PA","Zip Code","15202","White","03/2023",18,17.6428571428571,"2024-08-10",NA
"4464","Pittsburgh, PA","Zip Code","15202","White","04/2023",28,23.9821428571429,"2024-08-10",NA
"4465","Pittsburgh, PA","Zip Code","15202","White","05/2023",25,25.2321428571429,"2024-08-10",NA
"4466","Pittsburgh, PA","Zip Code","15202","White","06/2023",29,22.0357142857143,"2024-08-10",NA
"4467","Pittsburgh, PA","Zip Code","15202","White","07/2023",25,24.4642857142857,"2024-08-10",NA
"4468","Pittsburgh, PA","Zip Code","15202","White","08/2023",17,27.6666666666667,"2024-08-10",NA
"4469","Pittsburgh, PA","Zip Code","15202","White","09/2023",33,23.3928571428571,"2024-08-10",NA
"4470","Pittsburgh, PA","Zip Code","15202","White","10/2023",17,22.0416666666667,"2024-08-10",NA
"4471","Pittsburgh, PA","Zip Code","15202","White","11/2023",24,19.6083333333333,"2024-08-10",NA
"4472","Pittsburgh, PA","Zip Code","15202","White","12/2023",22,18.7857142857143,"2024-08-10",NA
"4473","Pittsburgh, PA","Zip Code","15202","White","01/2024",21,24.0357142857143,"2024-08-10",NA
"4474","Pittsburgh, PA","Zip Code","15202","White","02/2024",23,17.75,"2024-08-10",NA
"4475","Pittsburgh, PA","Zip Code","15202","White","03/2024",21,17.6428571428571,"2024-08-10",NA
"4476","Pittsburgh, PA","Zip Code","15202","White","04/2024",20,23.9821428571429,"2024-08-10",NA
"4477","Pittsburgh, PA","Zip Code","15202","White","05/2024",23,25.2321428571429,"2024-08-10",NA
"4478","Pittsburgh, PA","Zip Code","15202","White","06/2024",36,22.0357142857143,"2024-08-10",NA
"4479","Pittsburgh, PA","Zip Code","15202","White","07/2024",29,24.4642857142857,"2024-08-10",NA
"4480","Pittsburgh, PA","Zip Code","15202","White","08/2024",4,11.2321428571429,"2024-08-10",NA
"4481","Pittsburgh, PA","Zip Code","15203","White","01/2020",5,8.38571428571429,"2024-08-10",NA
"4482","Pittsburgh, PA","Zip Code","15203","White","02/2020",9,6.90238095238095,"2024-08-10",NA
"4483","Pittsburgh, PA","Zip Code","15203","White","03/2020",6,6.57857142857143,"2024-08-10",NA
"4484","Pittsburgh, PA","Zip Code","15203","White","04/2020",0,7.46190476190476,"2024-08-10",NA
"4485","Pittsburgh, PA","Zip Code","15203","White","05/2020",0,8.07142857142857,"2024-08-10",NA
"4486","Pittsburgh, PA","Zip Code","15203","White","06/2020",0,7.57142857142857,"2024-08-10",NA
"4487","Pittsburgh, PA","Zip Code","15203","White","07/2020",0,7.74285714285714,"2024-08-10",NA
"4488","Pittsburgh, PA","Zip Code","15203","White","08/2020",1,10.1428571428571,"2024-08-10",NA
"4489","Pittsburgh, PA","Zip Code","15203","White","09/2020",7,7.37619047619048,"2024-08-10",NA
"4490","Pittsburgh, PA","Zip Code","15203","White","10/2020",8,6.76190476190476,"2024-08-10",NA
"4491","Pittsburgh, PA","Zip Code","15203","White","11/2020",3,6.58333333333333,"2024-08-10",NA
"4492","Pittsburgh, PA","Zip Code","15203","White","12/2020",2,6.075,"2024-08-10",NA
"4493","Pittsburgh, PA","Zip Code","15203","White","01/2021",4,8.38571428571429,"2024-08-10",NA
"4494","Pittsburgh, PA","Zip Code","15203","White","02/2021",7,6.90833333333333,"2024-08-10",NA
"4495","Pittsburgh, PA","Zip Code","15203","White","03/2021",5,6.57857142857143,"2024-08-10",NA
"4496","Pittsburgh, PA","Zip Code","15203","White","04/2021",3,7.46190476190476,"2024-08-10",NA
"4497","Pittsburgh, PA","Zip Code","15203","White","05/2021",3,8.07142857142857,"2024-08-10",NA
"4498","Pittsburgh, PA","Zip Code","15203","White","06/2021",2,7.57142857142857,"2024-08-10",NA
"4499","Pittsburgh, PA","Zip Code","15203","White","07/2021",10,7.74285714285714,"2024-08-10",NA
"4500","Pittsburgh, PA","Zip Code","15203","White","08/2021",3,10.1428571428571,"2024-08-10",NA
"4501","Pittsburgh, PA","Zip Code","15203","White","09/2021",5,7.37619047619048,"2024-08-10",NA
"4502","Pittsburgh, PA","Zip Code","15203","White","10/2021",5,6.76190476190476,"2024-08-10",NA
"4503","Pittsburgh, PA","Zip Code","15203","White","11/2021",4,6.58333333333333,"2024-08-10",NA
"4504","Pittsburgh, PA","Zip Code","15203","White","12/2021",10,6.075,"2024-08-10",NA
"4505","Pittsburgh, PA","Zip Code","15203","White","01/2022",11,8.38571428571429,"2024-08-10",NA
"4506","Pittsburgh, PA","Zip Code","15203","White","02/2022",11,6.67380952380952,"2024-08-10",NA
"4507","Pittsburgh, PA","Zip Code","15203","White","03/2022",19,6.57857142857143,"2024-08-10",NA
"4508","Pittsburgh, PA","Zip Code","15203","White","04/2022",6,7.46190476190476,"2024-08-10",NA
"4509","Pittsburgh, PA","Zip Code","15203","White","05/2022",9,8.07142857142857,"2024-08-10",NA
"4510","Pittsburgh, PA","Zip Code","15203","White","06/2022",7,7.57142857142857,"2024-08-10",NA
"4511","Pittsburgh, PA","Zip Code","15203","White","07/2022",11,7.74285714285714,"2024-08-10",NA
"4512","Pittsburgh, PA","Zip Code","15203","White","08/2022",8,10.1428571428571,"2024-08-10",NA
"4513","Pittsburgh, PA","Zip Code","15203","White","09/2022",12,7.37619047619048,"2024-08-10",NA
"4514","Pittsburgh, PA","Zip Code","15203","White","10/2022",9,6.76190476190476,"2024-08-10",NA
"4515","Pittsburgh, PA","Zip Code","15203","White","11/2022",10,6.58333333333333,"2024-08-10",NA
"4516","Pittsburgh, PA","Zip Code","15203","White","12/2022",8,6.075,"2024-08-10",NA
"4517","Pittsburgh, PA","Zip Code","15203","White","01/2023",9,8.38571428571429,"2024-08-10",NA
"4518","Pittsburgh, PA","Zip Code","15203","White","02/2023",11,6.98095238095238,"2024-08-10",NA
"4519","Pittsburgh, PA","Zip Code","15203","White","03/2023",10,6.57857142857143,"2024-08-10",NA
"4520","Pittsburgh, PA","Zip Code","15203","White","04/2023",10,7.46190476190476,"2024-08-10",NA
"4521","Pittsburgh, PA","Zip Code","15203","White","05/2023",5,8.07142857142857,"2024-08-10",NA
"4522","Pittsburgh, PA","Zip Code","15203","White","06/2023",7,7.57142857142857,"2024-08-10",NA
"4523","Pittsburgh, PA","Zip Code","15203","White","07/2023",14,7.74285714285714,"2024-08-10",NA
"4524","Pittsburgh, PA","Zip Code","15203","White","08/2023",6,10.1428571428571,"2024-08-10",NA
"4525","Pittsburgh, PA","Zip Code","15203","White","09/2023",15,7.37619047619048,"2024-08-10",NA
"4526","Pittsburgh, PA","Zip Code","15203","White","10/2023",10,6.76190476190476,"2024-08-10",NA
"4527","Pittsburgh, PA","Zip Code","15203","White","11/2023",14,6.58333333333333,"2024-08-10",NA
"4528","Pittsburgh, PA","Zip Code","15203","White","12/2023",8,6.075,"2024-08-10",NA
"4529","Pittsburgh, PA","Zip Code","15203","White","01/2024",9,8.38571428571429,"2024-08-10",NA
"4530","Pittsburgh, PA","Zip Code","15203","White","02/2024",11,7.17142857142857,"2024-08-10",NA
"4531","Pittsburgh, PA","Zip Code","15203","White","03/2024",10,6.57857142857143,"2024-08-10",NA
"4532","Pittsburgh, PA","Zip Code","15203","White","04/2024",10,7.46190476190476,"2024-08-10",NA
"4533","Pittsburgh, PA","Zip Code","15203","White","05/2024",10,8.07142857142857,"2024-08-10",NA
"4534","Pittsburgh, PA","Zip Code","15203","White","06/2024",10,7.57142857142857,"2024-08-10",NA
"4535","Pittsburgh, PA","Zip Code","15203","White","07/2024",12,7.74285714285714,"2024-08-10",NA
"4536","Pittsburgh, PA","Zip Code","15203","White","08/2024",2,2.95,"2024-08-10",NA
"4537","Pittsburgh, PA","Zip Code","15204","White","01/2020",15,15.3392857142857,"2024-08-10",NA
"4538","Pittsburgh, PA","Zip Code","15204","White","02/2020",9,12.0607142857143,"2024-08-10",NA
"4539","Pittsburgh, PA","Zip Code","15204","White","03/2020",6,11.4166666666667,"2024-08-10",NA
"4540","Pittsburgh, PA","Zip Code","15204","White","04/2020",0,12.0833333333333,"2024-08-10",NA
"4541","Pittsburgh, PA","Zip Code","15204","White","05/2020",0,15.0833333333333,"2024-08-10",NA
"4542","Pittsburgh, PA","Zip Code","15204","White","06/2020",0,11.5,"2024-08-10",NA
"4543","Pittsburgh, PA","Zip Code","15204","White","07/2020",1,18,"2024-08-10",NA
"4544","Pittsburgh, PA","Zip Code","15204","White","08/2020",1,14.9083333333333,"2024-08-10",NA
"4545","Pittsburgh, PA","Zip Code","15204","White","09/2020",9,13.7916666666667,"2024-08-10",NA
"4546","Pittsburgh, PA","Zip Code","15204","White","10/2020",6,12.5,"2024-08-10",NA
"4547","Pittsburgh, PA","Zip Code","15204","White","11/2020",6,11.5416666666667,"2024-08-10",NA
"4548","Pittsburgh, PA","Zip Code","15204","White","12/2020",8,11.625,"2024-08-10",NA
"4549","Pittsburgh, PA","Zip Code","15204","White","01/2021",4,15.3392857142857,"2024-08-10",NA
"4550","Pittsburgh, PA","Zip Code","15204","White","02/2021",3,11.5535714285714,"2024-08-10",NA
"4551","Pittsburgh, PA","Zip Code","15204","White","03/2021",3,11.4166666666667,"2024-08-10",NA
"4552","Pittsburgh, PA","Zip Code","15204","White","04/2021",6,12.0833333333333,"2024-08-10",NA
"4553","Pittsburgh, PA","Zip Code","15204","White","05/2021",3,15.0833333333333,"2024-08-10",NA
"4554","Pittsburgh, PA","Zip Code","15204","White","06/2021",9,11.5,"2024-08-10",NA
"4555","Pittsburgh, PA","Zip Code","15204","White","07/2021",8,18,"2024-08-10",NA
"4556","Pittsburgh, PA","Zip Code","15204","White","08/2021",8,14.9083333333333,"2024-08-10",NA
"4557","Pittsburgh, PA","Zip Code","15204","White","09/2021",5,13.7916666666667,"2024-08-10",NA
"4558","Pittsburgh, PA","Zip Code","15204","White","10/2021",6,12.5,"2024-08-10",NA
"4559","Pittsburgh, PA","Zip Code","15204","White","11/2021",6,11.5416666666667,"2024-08-10",NA
"4560","Pittsburgh, PA","Zip Code","15204","White","12/2021",14,11.625,"2024-08-10",NA
"4561","Pittsburgh, PA","Zip Code","15204","White","01/2022",13,15.3392857142857,"2024-08-10",NA
"4562","Pittsburgh, PA","Zip Code","15204","White","02/2022",8,11.5535714285714,"2024-08-10",NA
"4563","Pittsburgh, PA","Zip Code","15204","White","03/2022",10,11.4166666666667,"2024-08-10",NA
"4564","Pittsburgh, PA","Zip Code","15204","White","04/2022",14,12.0833333333333,"2024-08-10",NA
"4565","Pittsburgh, PA","Zip Code","15204","White","05/2022",17,15.0833333333333,"2024-08-10",NA
"4566","Pittsburgh, PA","Zip Code","15204","White","06/2022",7,11.5,"2024-08-10",NA
"4567","Pittsburgh, PA","Zip Code","15204","White","07/2022",8,18,"2024-08-10",NA
"4568","Pittsburgh, PA","Zip Code","15204","White","08/2022",18,14.9083333333333,"2024-08-10",NA
"4569","Pittsburgh, PA","Zip Code","15204","White","09/2022",13,13.7916666666667,"2024-08-10",NA
"4570","Pittsburgh, PA","Zip Code","15204","White","10/2022",20,12.5,"2024-08-10",NA
"4571","Pittsburgh, PA","Zip Code","15204","White","11/2022",10,11.5416666666667,"2024-08-10",NA
"4572","Pittsburgh, PA","Zip Code","15204","White","12/2022",9,11.625,"2024-08-10",NA
"4573","Pittsburgh, PA","Zip Code","15204","White","01/2023",13,15.3392857142857,"2024-08-10",NA
"4574","Pittsburgh, PA","Zip Code","15204","White","02/2023",6,11.3392857142857,"2024-08-10",NA
"4575","Pittsburgh, PA","Zip Code","15204","White","03/2023",10,11.4166666666667,"2024-08-10",NA
"4576","Pittsburgh, PA","Zip Code","15204","White","04/2023",16,12.0833333333333,"2024-08-10",NA
"4577","Pittsburgh, PA","Zip Code","15204","White","05/2023",14,15.0833333333333,"2024-08-10",NA
"4578","Pittsburgh, PA","Zip Code","15204","White","06/2023",14,11.5,"2024-08-10",NA
"4579","Pittsburgh, PA","Zip Code","15204","White","07/2023",14,18,"2024-08-10",NA
"4580","Pittsburgh, PA","Zip Code","15204","White","08/2023",16,14.9083333333333,"2024-08-10",NA
"4581","Pittsburgh, PA","Zip Code","15204","White","09/2023",11,13.7916666666667,"2024-08-10",NA
"4582","Pittsburgh, PA","Zip Code","15204","White","10/2023",14,12.5,"2024-08-10",NA
"4583","Pittsburgh, PA","Zip Code","15204","White","11/2023",14,11.5416666666667,"2024-08-10",NA
"4584","Pittsburgh, PA","Zip Code","15204","White","12/2023",9,11.625,"2024-08-10",NA
"4585","Pittsburgh, PA","Zip Code","15204","White","01/2024",15,15.3392857142857,"2024-08-10",NA
"4586","Pittsburgh, PA","Zip Code","15204","White","02/2024",14,11.4821428571429,"2024-08-10",NA
"4587","Pittsburgh, PA","Zip Code","15204","White","03/2024",14,11.4166666666667,"2024-08-10",NA
"4588","Pittsburgh, PA","Zip Code","15204","White","04/2024",20,12.0833333333333,"2024-08-10",NA
"4589","Pittsburgh, PA","Zip Code","15204","White","05/2024",13,15.0833333333333,"2024-08-10",NA
"4590","Pittsburgh, PA","Zip Code","15204","White","06/2024",13,11.5,"2024-08-10",NA
"4591","Pittsburgh, PA","Zip Code","15204","White","07/2024",14,18,"2024-08-10",NA
"4592","Pittsburgh, PA","Zip Code","15204","White","08/2024",10,3.08928571428571,"2024-08-10",NA
"4593","Pittsburgh, PA","Zip Code","15205","White","01/2020",35,25.7142857142857,"2024-08-10",NA
"4594","Pittsburgh, PA","Zip Code","15205","White","02/2020",12,23.65,"2024-08-10",NA
"4595","Pittsburgh, PA","Zip Code","15205","White","03/2020",7,26.0119047619048,"2024-08-10",NA
"4596","Pittsburgh, PA","Zip Code","15205","White","04/2020",0,18.6607142857143,"2024-08-10",NA
"4597","Pittsburgh, PA","Zip Code","15205","White","05/2020",0,26.0952380952381,"2024-08-10",NA
"4598","Pittsburgh, PA","Zip Code","15205","White","06/2020",0,23.9107142857143,"2024-08-10",NA
"4599","Pittsburgh, PA","Zip Code","15205","White","07/2020",0,30.5,"2024-08-10",NA
"4600","Pittsburgh, PA","Zip Code","15205","White","08/2020",2,28.6,"2024-08-10",NA
"4601","Pittsburgh, PA","Zip Code","15205","White","09/2020",34,20.4107142857143,"2024-08-10",NA
"4602","Pittsburgh, PA","Zip Code","15205","White","10/2020",10,23.0535714285714,"2024-08-10",NA
"4603","Pittsburgh, PA","Zip Code","15205","White","11/2020",7,20.6845238095238,"2024-08-10",NA
"4604","Pittsburgh, PA","Zip Code","15205","White","12/2020",7,20.25,"2024-08-10",NA
"4605","Pittsburgh, PA","Zip Code","15205","White","01/2021",19,25.7142857142857,"2024-08-10",NA
"4606","Pittsburgh, PA","Zip Code","15205","White","02/2021",4,22.575,"2024-08-10",NA
"4607","Pittsburgh, PA","Zip Code","15205","White","03/2021",3,26.0119047619048,"2024-08-10",NA
"4608","Pittsburgh, PA","Zip Code","15205","White","04/2021",11,18.6607142857143,"2024-08-10",NA
"4609","Pittsburgh, PA","Zip Code","15205","White","05/2021",4,26.0952380952381,"2024-08-10",NA
"4610","Pittsburgh, PA","Zip Code","15205","White","06/2021",11,23.9107142857143,"2024-08-10",NA
"4611","Pittsburgh, PA","Zip Code","15205","White","07/2021",18,30.5,"2024-08-10",NA
"4612","Pittsburgh, PA","Zip Code","15205","White","08/2021",15,28.6,"2024-08-10",NA
"4613","Pittsburgh, PA","Zip Code","15205","White","09/2021",11,20.4107142857143,"2024-08-10",NA
"4614","Pittsburgh, PA","Zip Code","15205","White","10/2021",15,23.0535714285714,"2024-08-10",NA
"4615","Pittsburgh, PA","Zip Code","15205","White","11/2021",15,20.6845238095238,"2024-08-10",NA
"4616","Pittsburgh, PA","Zip Code","15205","White","12/2021",22,20.25,"2024-08-10",NA
"4617","Pittsburgh, PA","Zip Code","15205","White","01/2022",21,25.7142857142857,"2024-08-10",NA
"4618","Pittsburgh, PA","Zip Code","15205","White","02/2022",24,23.3928571428571,"2024-08-10",NA
